recovered,Average_score
4504,1192
3908,2464
12817,1173
14507,2501
9179,2444
2780,679
12561,3154
5562,1639
1305,610
16810,6708
123486,70230
4087,360
11608,813
4808,1137
4313,183
4934,152
4960,545
69591,6303
13824,2533
22289,2666
10563,932
6241,1021
12472,1747
49554,4170
3252,539
19338,2619
19409,1664
3685,521
7208,824
11415,1842
16689,839
21937,1314
17636,1454
4411,343
20264,1801
10086,1181
2776,903
2068175,-2068175
5978,728
15294,842
9187,802
9224,1012
108944,8288
23534,1580
4028,526
36837,1719
16358,1172
10375,593
21944,2387
68637,4112
18174,1132
4642,247
34323,3759
14925,1070
26463,983
7578,830
9863,537
20947,849
15054,748
21188,819
28570,723
25997,1005
28180,1174
6237,701
52165,85610
978002,-978002
1501580,-1501580
3820,402
11008,720
4143,1108
4132,251
4848,170
64999,5977
12282,2339
3833,651
20289,2753
9588,1259
5665,966
11556,1704
46355,4031
9140,1217
3196,351
3008,502
17690,2405
3312,476
6648,939
15758,987
20451,1689
15395,1281
3894,455
18520,2153
8969,1521
2367,723
1614614,-1614614
4425,570
565,138
1906,652
1447,113
24424,3891
1194,314
1656,917
2049,201
1549,383
15767,2274
1117,214
1641,501
3010,835
833,256
1508,285
3479,613
2682,425
4112,953
1771,458
995,257
4002,712
256,97
1909187,-1909187
1362525,-1362525
1702,383
6236,603
3499,337
36849,3838
2877,912
325,139
1199,401
4723,1027
26803,2513
4486,589
1071,401
3800,992
6895,1826
1405,218
6255,404
5901,499
7924,1281
4141,1225
1791,271
2649,1096
2086657,-2086657
4659,414
12703,682
6081,950
4568,189
5125,117
5851,643
78508,7312
17409,2300
25518,3225
11989,941
7572,943
15368,1821
55069,3860
11829,1537
3852,287
22814,3171
11605,569
21537,1469
4696,727
8081,696
14864,1397
12400,715
17820,761
24142,1134
21024,1302
4969,300
22757,1424
11628,1402
3895,742
123903,84403
1568,381
5858,590
1159,247
3306,405
2080,149
282,119
4178,1647
3572,436
2514,410
4329,983
4066,810
1770,273
3468,568
6071,1842
5967,455
7259,1257
3542,1217
1701,281
6468,1298
2444,858
505,179
121343,71240
12463,670
5865,898
4510,168
5721,549
76818,5899
16710,2277
2409,534
4873,703
25101,2607
11880,786
7352,871
14877,1693
53891,3488
22421,2580
11374,511
21042,1377
4464,584
7944,587
14161,1462
12215,649
17620,752
23793,1080
20520,1188
4898,233
22404,1423
11368,1277
3728,616
1930608,-1930608
95708,105149
1691093,-1691093
2027541,-2027541
1905591,-1905591
1759123,-1759123
1519572,-1519572
1964300,-1964300
6749,655
16942,825
10048,779
6216,118
9859,2297
121208,8105
25288,2207
4864,454
8647,1388
39165,1885
18037,853
11488,656
24571,2231
77422,2780
19867,921
5258,339
38662,4186
16828,1068
8659,1185
10736,367
22388,1224
16214,742
32106,801
29640,742
27307,773
6810,203
29728,1084
17231,950
7048,1009
1160373,-1160373
1633900,-1633900
896130,-896130
1795,610
23716,3973
1137,323
328,278
1556,859
1987,195
1498,388
1629,1102
15219,2153
1922,405
1097,215
1412,425
1569,518
2902,854
816,244
1504,271
886,346
3376,654
4004,998
1704,443
965,256
3846,663
254,88
1705743,-1705743
1936266,-1936266
2014868,-2014868
2051357,-2051357
2000530,-2000530
1666658,-1666658
